Date,Forecasted_Demand,PRODUCT_CARD_ID,PRODUCT_NAME,FREQUENCY
24-08-2018,79.56637994,M001,Bus Model B45,Daily
25-08-2018,77.74094537,M001,Bus Model B45,Daily
26-08-2018,78.19588142,M001,Bus Model B45,Daily
27-08-2018,79.9105516,M001,Bus Model B45,Daily
28-08-2018,74.69971914,M001,Bus Model B45,Daily
29-08-2018,77.22536218,M001,Bus Model B45,Daily
30-08-2018,77.04569356,M001,Bus Model B45,Daily
31-08-2018,76.91262813,M001,Bus Model B45,Daily
01-09-2018,75.1490897,M001,Bus Model B45,Daily
02-09-2018,75.71574114,M001,Bus Model B45,Daily
03-09-2018,77.58839489,M001,Bus Model B45,Daily
04-09-2018,72.57724565,M001,Bus Model B45,Daily
05-09-2018,75.33878966,M001,Bus Model B45,Daily
06-09-2018,75.42497059,M001,Bus Model B45,Daily
07-09-2018,75.58079225,M001,Bus Model B45,Daily
08-09-2018,74.12178717,M001,Bus Model B45,Daily
09-09-2018,75.00092078,M001,Bus Model B45,Daily
10-09-2018,77.18618451,M001,Bus Model B45,Daily
11-09-2018,72.48001548,M001,Bus Model B45,Daily
12-09-2018,75.53140232,M001,Bus Model B45,Daily
13-09-2018,75.88521308,M001,Bus Model B45,Daily
14-09-2018,76.27998057,M001,Bus Model B45,Daily
15-09-2018,75.02553013,M001,Bus Model B45,Daily
16-09-2018,76.07002521,M001,Bus Model B45,Daily
17-09-2018,78.37768072,M001,Bus Model B45,Daily
18-09-2018,73.7482782,M001,Bus Model B45,Daily
19-09-2018,76.82934009,M001,Bus Model B45,Daily
20-09-2018,77.16549669,M001,Bus Model B45,Daily
21-09-2018,77.49628013,M001,Bus Model B45,Daily
22-09-2018,76.1337295,M001,Bus Model B45,Daily
23-09-2018,77.0293831,M001,Bus Model B45,Daily
24-09-2018,79.1519084,M001,Bus Model B45,Daily
25-09-2018,74.30650587,M001,Bus Model B45,Daily
26-09-2018,77.14694622,M001,Bus Model B45,Daily
27-09-2018,77.22477814,M001,Bus Model B45,Daily
28-09-2018,77.28694443,M001,Bus Model B45,Daily
29-09-2018,75.65319531,M001,Bus Model B45,Daily
30-09-2018,76.2828794,M001,Bus Model B45,Daily
08-10-2017,508.0774739,M001,Bus Model B45,Weekly
15-10-2017,495.4429996,M001,Bus Model B45,Weekly
22-10-2017,489.5671984,M001,Bus Model B45,Weekly
29-10-2017,497.7555673,M001,Bus Model B45,Weekly
05-11-2017,505.518929,M001,Bus Model B45,Weekly
12-11-2017,495.5794175,M001,Bus Model B45,Weekly
19-11-2017,473.8503383,M001,Bus Model B45,Weekly
26-11-2017,467.9931346,M001,Bus Model B45,Weekly
03-12-2017,495.1164048,M001,Bus Model B45,Weekly
10-12-2017,535.4183214,M001,Bus Model B45,Weekly
17-12-2017,547.1671569,M001,Bus Model B45,Weekly
24-12-2017,511.5461276,M001,Bus Model B45,Weekly
31-12-2017,457.2264641,M001,Bus Model B45,Weekly
07-01-2018,433.2693305,M001,Bus Model B45,Weekly
14-01-2018,457.5908438,M001,Bus Model B45,Weekly
21-01-2018,498.6706699,M001,Bus Model B45,Weekly
28-01-2018,511.9805398,M001,Bus Model B45,Weekly
04-02-2018,489.7264421,M001,Bus Model B45,Weekly
11-02-2018,466.7143806,M001,Bus Model B45,Weekly
18-02-2018,476.3081037,M001,Bus Model B45,Weekly
25-02-2018,509.0233866,M001,Bus Model B45,Weekly
04-03-2018,523.041605,M001,Bus Model B45,Weekly
11-03-2018,494.4330453,M001,Bus Model B45,Weekly
18-03-2018,447.8355132,M001,Bus Model B45,Weekly
25-03-2018,431.1712841,M001,Bus Model B45,Weekly
01-04-2018,463.2956282,M001,Bus Model B45,Weekly
08-04-2018,514.3013713,M001,Bus Model B45,Weekly
15-04-2018,539.4943304,M001,Bus Model B45,Weekly
22-04-2018,526.6863176,M001,Bus Model B45,Weekly
29-04-2018,503.8557126,M001,Bus Model B45,Weekly
06-05-2018,502.3043582,M001,Bus Model B45,Weekly
13-05-2018,520.6706825,M001,Bus Model B45,Weekly
20-05-2018,530.2247051,M001,Bus Model B45,Weekly
27-05-2018,511.6286082,M001,Bus Model B45,Weekly
03-06-2018,478.5876334,M001,Bus Model B45,Weekly
10-06-2018,462.4668547,M001,Bus Model B45,Weekly
17-06-2018,477.8409232,M001,Bus Model B45,Weekly
24-06-2018,507.9687048,M001,Bus Model B45,Weekly
01-07-2018,523.5462278,M001,Bus Model B45,Weekly
08-07-2018,511.6973002,M001,Bus Model B45,Weekly
15-07-2018,485.5142597,M001,Bus Model B45,Weekly
22-07-2018,468.9461829,M001,Bus Model B45,Weekly
29-07-2018,475.6440126,M001,Bus Model B45,Weekly
05-08-2018,500.2733831,M001,Bus Model B45,Weekly
12-08-2018,524.8172839,M001,Bus Model B45,Weekly
19-08-2018,531.4542182,M001,Bus Model B45,Weekly
26-08-2018,514.0289232,M001,Bus Model B45,Weekly
02-09-2018,483.0287739,M001,Bus Model B45,Weekly
09-09-2018,459.7834586,M001,Bus Model B45,Weekly
16-09-2018,460.5639621,M001,Bus Model B45,Weekly
23-09-2018,482.0538492,M001,Bus Model B45,Weekly
30-09-2018,503.553988,M001,Bus Model B45,Weekly
30-09-2017,2101.078167,M001,Bus Model B45,Monthly
31-10-2017,2031.299013,M001,Bus Model B45,Monthly
30-11-2017,2087.850575,M001,Bus Model B45,Monthly
31-12-2017,2262.793831,M001,Bus Model B45,Monthly
31-01-2018,1984.168409,M001,Bus Model B45,Monthly
28-02-2018,2171.35728,M001,Bus Model B45,Monthly
31-03-2018,2076.306358,M001,Bus Model B45,Monthly
30-04-2018,2002.57731,M001,Bus Model B45,Monthly
31-05-2018,1932.890687,M001,Bus Model B45,Monthly
30-06-2018,2484.752845,M001,Bus Model B45,Monthly
31-07-2018,2275.329377,M001,Bus Model B45,Monthly
31-08-2018,1998.527243,M001,Bus Model B45,Monthly
01-10-2017,66.69028368,M002,Truck Model X20,Daily
02-10-2017,64.52025987,M002,Truck Model X20,Daily
03-10-2017,66.18115081,M002,Truck Model X20,Daily
04-10-2017,70.01241063,M002,Truck Model X20,Daily
05-10-2017,67.7777236,M002,Truck Model X20,Daily
06-10-2017,67.70792373,M002,Truck Model X20,Daily
07-10-2017,64.85342887,M002,Truck Model X20,Daily
08-10-2017,66.28208175,M002,Truck Model X20,Daily
09-10-2017,64.07396839,M002,Truck Model X20,Daily
10-10-2017,65.70499812,M002,Truck Model X20,Daily
11-10-2017,69.51183603,M002,Truck Model X20,Daily
12-10-2017,67.25527214,M002,Truck Model X20,Daily
13-10-2017,67.1632528,M002,Truck Model X20,Daily
14-10-2017,64.28342521,M002,Truck Model X20,Daily
15-10-2017,65.68108406,M002,Truck Model X20,Daily
16-10-2017,63.43408759,M002,Truck Model X20,Daily
17-10-2017,65.01652394,M002,Truck Model X20,Daily
18-10-2017,68.76371629,M002,Truck Model X20,Daily
19-10-2017,66.43564848,M002,Truck Model X20,Daily
20-10-2017,66.26003503,M002,Truck Model X20,Daily
21-10-2017,63.28488506,M002,Truck Model X20,Daily
22-10-2017,64.5764487,M002,Truck Model X20,Daily
